title,year,budget_raw,box_office_raw,image,budget_millionUSD,box_office_millionUSD,title_clean,log_budget,log_box_office
Risky Business,1983,$6.2 million,"$63,541,777",images\1983_Risky_Business.jpg,6.2,63.541777,Risky Business,1.9740810260220096,4.167312719557455
Beverly Hills Cop,1984,$13 million,"$234,760,478",images\1984_Beverly_Hills_Cop.jpg,13.0,234.760478,Beverly Hills Cop,2.6390573296152584,5.462816365912962
Ghostbusters,1984,$25-30 million,"$229,242,989",images\1984_Ghostbusters.jpg,25.0,229.242989,Ghostbusters,3.258096538021482,5.4391352251604195
Indiana Jones and the Temple of Doom,1984,$28 million,"$179,870,271",images\1984_Indiana_Jones_and_the_Temple_of_Doom.jpg,28.0,179.870271,Indiana Jones and the Temple of Doom,3.367295829986474,5.197780039482008
Gremlins,1984,$11 million,"$153,083,102",images\1984_Gremlins.jpg,11.0,153.083102,Gremlins,2.4849066497880004,5.037492080245915
The Karate Kid,1984,$8 million,"$90,815,558",images\1984_The_Karate_Kid.jpg,8.0,90.815558,The Karate Kid,2.1972245773362196,4.519781760391003
Police Academy,1984,$4.8 million,"$81,198,894",images\1984_Police_Academy.jpg,4.8,81.198894,Police Academy,1.7578579175523736,4.409141846983781
Footloose,1984,$7.5 million,"$80,035,402",images\1984_Footloose.jpg,7.5,80.035402,Footloose,2.1400661634962708,4.394886120917177
Romancing the Stone,1984,$10 million,"$76,572,238",images\1984_Romancing_the_Stone.jpg,10.0,76.572238,Romancing the Stone,2.3978952727983707,4.35120960544665
Star Trek III: The Search for Spock,1984,$16 million,"$76,471,076",images\1984_Star_Trek_III:_The_Search_for_Spock.jpg,16.0,76.471076,Star Trek III: The Search for Spock,2.833213344056216,4.349904653794807
Splash,1984,$11 million,"$69,821,334",images\1984_Splash.jpg,11.0,69.821334,Splash,2.4849066497880004,4.260160282993222
Back to the Future,1985,$19 million,"$210,609,762",images\1985_Back_to_the_Future.jpg,19.0,210.609762,Back to the Future,2.995732273553991,5.354743833135495
Rambo: First Blood Part II,1985,$25.5 million,"$150,415,432",images\1985_Rambo:_First_Blood_Part_II.jpg,25.5,150.415432,Rambo: First Blood Part II,3.2771447329921766,5.020027264474761
Rocky IV,1985,$28 million,"$127,873,716",images\1985_Rocky_IV.jpg,28.0,127.873716,Rocky IV,3.367295829986474,4.858832979144911
The Color Purple,1985,$15 million,"$94,175,854",images\1985_The_Color_Purple.jpg,15.0,94.175854,The Color Purple,2.772588722239781,4.55572627517288
Out of Africa,1985,$31 million,"$87,071,205",images\1985_Out_of_Africa.jpg,31.0,87.071205,Out of Africa,3.4657359027997265,4.478145635021939
Cocoon,1985,$17.5 million,"$76,113,124",images\1985_Cocoon.jpg,17.5,76.113124,Cocoon,2.917770732084279,4.345273486576286
The Jewel of the Nile,1985,$25 million,"$75,973,200",images\1985_The_Jewel_of_the_Nile.jpg,25.0,75.9732,The Jewel of the Nile,3.258096538021482,4.3434573093214945
Witness,1985,$12 million,"$68,706,993",images\1985_Witness.jpg,12.0,68.706993,Witness,2.5649493574615367,4.2443006427194145
The Goonies,1985,$19 million,"$61,389,680",images\1985_The_Goonies.jpg,19.0,61.38968,The Goonies,2.995732273553991,4.133399877082454
Spies Like Us,1985,$22 million,"$60,088,980",images\1985_Spies_Like_Us.jpg,22.0,60.08898,Spies Like Us,3.1354942159291497,4.112331489845251
Top Gun,1986,$15 million,"$176,781,728",images\1986_Top_Gun.jpg,15.0,176.781728,Top Gun,2.772588722239781,5.180556550644793
Platoon,1986,$6 million,"$138,530,565",images\1986_Platoon.jpg,6.0,138.530565,Platoon,1.9459101490553132,4.938283681204309
The Karate Kid Part II,1986,$12.5 million,"$115,103,979",images\1986_The_Karate_Kid_Part_II.jpg,12.5,115.103979,The Karate Kid Part II,2.6026896854443837,4.754486160295724
Star Trek IV: The Voyage Home,1986,$21-25 million,"$109,713,132",images\1986_Star_Trek_IV:_The_Voyage_Home.jpg,21.0,109.713132,Star Trek IV: The Voyage Home,3.091042453358316,4.706942459598577
Back to School,1986,$11 million,"$91,258,000",images\1986_Back_to_School.jpg,11.0,91.258,Back to School,2.4849066497880004,4.524589000027808
Aliens,1986,$18.5 million,"$86,160,248",images\1986_Aliens.jpg,18.5,86.160248,Aliens,2.970414465569701,4.467748355414271
The Golden Child,1986,$12-24.5 million,"$79,817,937",images\1986_The_Golden_Child.jpg,12.0,79.817937,The Golden Child,2.5649493574615367,4.392198933464601
Ruthless People,1986,$9-13 million,"$71,624,879",images\1986_Ruthless_People.jpg,9.0,71.624879,Ruthless People,2.302585092994046,4.285307549077745
Ferris Bueller's Day Off,1986,$5 million,"$70,136,169",images\1986_Ferris_Bueller's_Day_Off.jpg,5.0,70.136169,Ferris Bueller's Day Off,1.791759469228055,4.264595913509958
Three Men and a Baby,1987,$11-15 million,"$167,780,960",images\1987_Three_Men_and_a_Baby.jpg,11.0,167.78096,Three Men and a Baby,2.4849066497880004,5.128601779591355
Fatal Attraction,1987,$14 million,"$156,645,693",images\1987_Fatal_Attraction.jpg,14.0,156.645693,Fatal Attraction,2.70805020110221,5.060350065605185
Beverly Hills Cop II,1987,$27 million,"$153,665,036",images\1987_Beverly_Hills_Cop_II.jpg,27.0,153.665036,Beverly Hills Cop II,3.332204510175204,5.041261720399119
"Good Morning, Vietnam",1987,$13 million,"$123,922,370","images\1987_Good_Morning,_Vietnam.jpg",13.0,123.92237,"Good Morning, Vietnam",2.6390573296152584,4.82769250437708
Moonstruck,1987,$15 million,"$80,640,528",images\1987_Moonstruck.jpg,15.0,80.640528,Moonstruck,2.772588722239781,4.402325805338663
The Untouchables,1987,$25 million,"$76,270,454",images\1987_The_Untouchables.jpg,25.0,76.270454,The Untouchables,3.258096538021482,4.34731165742972
The Secret of My Success,1987,$12 million,"$66,995,000",images\1987_The_Secret_of_My_Success.jpg,12.0,66.995,The Secret of My Success,2.5649493574615367,4.219434173060923
Stakeout,1987,$14.5 million,"$65,673,233",images\1987_Stakeout.jpg,14.5,65.673233,Stakeout,2.740840023925201,4.199803568029613
Lethal Weapon,1987,$15 million,"$65,207,127",images\1987_Lethal_Weapon.jpg,15.0,65.207127,Lethal Weapon,2.772588722239781,4.1927881157584626
The Witches of Eastwick,1987,$22 million,"$63,766,510",images\1987_The_Witches_of_Eastwick.jpg,22.0,63.76651,The Witches of Eastwick,3.1354942159291497,4.170788648772575
Rain Man,1988,$25 million,"$354,825,435",images\1988_Rain_Man.jpg,25.0,354.825435,Rain Man,3.258096538021482,5.874440259467008
Who Framed Roger Rabbit,1988,$50.6 million,"$329,803,958",images\1988_Who_Framed_Roger_Rabbit.jpg,50.6,329.803958,Who Framed Roger Rabbit,3.9435216724875173,5.8015259280114515
Coming to America,1988,$36 million,"$288,752,301",images\1988_Coming_to_America.jpg,36.0,288.752301,Coming to America,3.6109179126442243,5.66902642351706
Crocodile Dundee II,1988,$14 million,"$239,606,210",images\1988_Crocodile_Dundee_II.jpg,14.0,239.60621,Crocodile Dundee II,2.70805020110221,5.483161613681309
Twins,1988,$18 million,"$216,614,388",images\1988_Twins.jpg,18.0,216.614388,Twins,2.9444389791664403,5.382724634119398
Rambo III,1988,$58-63 million,"$189,015,611",images\1988_Rambo_III.jpg,58.0,189.015611,Rambo III,4.07753744390572,5.247106231943174
A Fish Called Wanda,1988,$7.5 million,"$188,597,000",images\1988_A_Fish_Called_Wanda.jpg,7.5,188.597,A Fish Called Wanda,2.1400661634962708,5.24490076691093
Cocktail,1988,$20 million,"$171,504,781",images\1988_Cocktail.jpg,20.0,171.504781,Cocktail,3.044522437723423,5.150424952029364
Big,1988,$18 million,"$151,668,774",images\1988_Big.jpg,18.0,151.668774,Big,2.9444389791664403,5.028270698844258
Die Hard,1988,$25-35 million,"$141,500,000",images\1988_Die_Hard.jpg,25.0,141.5,Die Hard,3.258096538021482,4.959341999708705
Indiana Jones and the Last Crusade,1989,$48 million,"$474,171,806",images\1989_Indiana_Jones_and_the_Last_Crusade.jpg,48.0,474.171806,Indiana Jones and the Last Crusade,3.8918202981106265,6.1636764354802125
Batman,1989,$48 million,"$411,569,241",images\1989_Batman.jpg,48.0,411.569241,Batman,3.8918202981106265,6.022404048658028
Back to the Future Part II,1989,$40 million,"$332,950,002",images\1989_Back_to_the_Future_Part_II.jpg,40.0,332.950002,Back to the Future Part II,3.713572066704308,5.810991287160565
Look Who's Talking,1989,$7.5 million,"$297,999,813",images\1989_Look_Who's_Talking.jpg,7.5,297.999813,Look Who's Talking,2.1400661634962708,5.700442947972431
Dead Poets Society,1989,$16.4 million,"$235,860,116",images\1989_Dead_Poets_Society.jpg,16.4,235.860116,Dead Poets Society,2.856470206220483,5.467469739034004
Lethal Weapon 2,1989,$30 million,"$227,853,986",images\1989_Lethal_Weapon_2.jpg,30.0,227.853986,Lethal Weapon 2,3.4339872044851463,5.433084184470363
"Honey, I Shrunk the Kids",1989,$18 million,"$222,724,172","images\1989_Honey,_I_Shrunk_the_Kids.jpg",18.0,222.724172,"Honey, I Shrunk the Kids",2.9444389791664403,5.410413918089898
Ghostbusters II,1989,$30-40 million,"$215,394,738",images\1989_Ghostbusters_II.jpg,30.0,215.394738,Ghostbusters II,3.4339872044851463,5.3771042305953545
The Little Mermaid,1989,$40 million,"$184,155,863",images\1989_The_Little_Mermaid.jpg,40.0,184.155863,The Little Mermaid,3.713572066704308,5.221197973074839
Born on the Fourth of July,1989,$17.8 million,"$162,001,698",images\1989_Born_on_the_Fourth_of_July.jpg,17.8,162.001698,Born on the Fourth of July,2.9338568698359038,5.0937606179304185
Ghost,1990,$22-23 million,"$505,702,588",images\1990_Ghost.jpg,22.0,505.702588,Ghost,3.1354942159291497,6.227924220027534
Home Alone,1990,$18 million,"$476,684,675",images\1990_Home_Alone.jpg,18.0,476.684675,Home Alone,2.9444389791664403,6.168950839077464
Pretty Woman,1990,$14 million,"$463,406,268",images\1990_Pretty_Woman.jpg,14.0,463.406268,Pretty Woman,2.70805020110221,6.14075974671801
Dances with Wolves,1990,$22 million,"$424,208,848",images\1990_Dances_with_Wolves.jpg,22.0,424.208848,Dances with Wolves,3.1354942159291497,6.052580455282333
Total Recall,1990,$48-80 million,"$261,317,921",images\1990_Total_Recall.jpg,48.0,261.317921,Total Recall,3.8918202981106265,5.569557207070403
Back to the Future Part III,1990,$40 million,"$244,527,583",images\1990_Back_to_the_Future_Part_III.jpg,40.0,244.527583,Back to the Future Part III,3.713572066704308,5.503409295302114
Die Hard 2,1990,$60-70 million,"$240,031,094",images\1990_Die_Hard_2.jpg,60.0,240.031094,Die Hard 2,4.110873864173311,5.484925945915082
Presumed Innocent,1990,$20 million,"$221,303,188",images\1990_Presumed_Innocent.jpg,20.0,221.303188,Presumed Innocent,3.044522437723423,5.404042161847977
Teenage Mutant Ninja Turtles,1990,$13.5 million,"$202,084,756",images\1990_Teenage_Mutant_Ninja_Turtles.jpg,13.5,202.084756,Teenage Mutant Ninja Turtles,2.6741486494265287,5.313623409147096
Kindergarten Cop,1990,$26 million,"$201,957,688",images\1990_Kindergarten_Cop.jpg,26.0,201.957688,Kindergarten Cop,3.295836866004329,5.31299752381897
Terminator 2: Judgment Day,1991,$94-102 million,"$520,881,154",images\1991_Terminator_2:_Judgment_Day.jpg,94.0,520.881154,Terminator 2: Judgment Day,4.553876891600541,6.257439887631402
Robin Hood: Prince of Thieves,1991,$48-60 million,"$390,493,908",images\1991_Robin_Hood:_Prince_of_Thieves.jpg,48.0,390.493908,Robin Hood: Prince of Thieves,3.8918202981106265,5.969969954645677
Beauty and the Beast,1991,$25 million,"$346,317,207",images\1991_Beauty_and_the_Beast.jpg,25.0,346.317207,Beauty and the Beast,3.258096538021482,5.8502385035846185
Hook,1991,$70 million,"$300,854,984",images\1991_Hook.jpg,70.0,300.854984,Hook,4.2626798770413155,5.709946716618462
The Silence of the Lambs,1991,$19 million,"$272,742,922",images\1991_The_Silence_of_the_Lambs.jpg,19.0,272.742922,The Silence of the Lambs,2.995732273553991,5.612189425088683
JFK,1991,$40 million,"$205,405,498",images\1991_JFK.jpg,40.0,205.405498,JFK,3.713572066704308,5.329842670849533
The Naked Gun 21⁄2: The Smell of Fear,1991,$23 million,"$192,230,411",images\1991_The_Naked_Gun_2½:_The_Smell_of_Fear.jpg,23.0,192.230411,The Naked Gun 21⁄2: The Smell of Fear,3.1780538303479458,5.26388331622356
The Addams Family,1991,$30 million,"$191,502,426",images\1991_The_Addams_Family.jpg,30.0,191.502426,The Addams Family,3.4339872044851463,5.260108756245829
Cape Fear,1991,$35 million,"$182,291,969",images\1991_Cape_Fear.jpg,35.0,182.291969,Cape Fear,3.58351893845611,5.211080340465202
Hot Shots!,1991,$26 million,"$181,096,164",images\1991_Hot_Shots!.jpg,26.0,181.096164,Hot Shots!,3.295836866004329,5.204534921162975
Aladdin,1992,$28 million,"$504,050,219",images\1992_Aladdin.jpg,28.0,504.050219,Aladdin,3.367295829986474,6.224657867895533
The Bodyguard,1992,$25 million,"$411,006,740",images\1992_The_Bodyguard.jpg,25.0,411.00674,The Bodyguard,3.258096538021482,6.021039708439017
Home Alone 2: Lost in New York,1992,$28 million,"$358,994,850",images\1992_Home_Alone_2:_Lost_in_New_York.jpg,28.0,358.99485,Home Alone 2: Lost in New York,3.367295829986474,5.886089725792274
Basic Instinct,1992,$49 million,"$352,927,224",images\1992_Basic_Instinct.jpg,49.0,352.927224,Basic Instinct,3.912023005428146,5.86909131007801
Lethal Weapon 3,1992,$35 million,"$321,731,527",images\1992_Lethal_Weapon_3.jpg,35.0,321.731527,Lethal Weapon 3,3.58351893845611,5.776820791837727
Batman Returns,1992,$50-80 million,"$266,822,354",images\1992_Batman_Returns.jpg,50.0,266.822354,Batman Returns,3.9318256327243257,5.590323902514268
A Few Good Men,1992,$33-40 million,"$243,240,178",images\1992_A_Few_Good_Men.jpg,33.0,243.240178,A Few Good Men,3.5263605246161616,5.49815207721771
Sister Act,1992,$31 million,"$231,605,150",images\1992_Sister_Act.jpg,31.0,231.60515,Sister Act,3.4657359027997265,5.449342380854072
Bram Stoker's Dracula,1992,$40 million,"$215,862,692",images\1992_Bram_Stoker's_Dracula.jpg,40.0,215.862692,Bram Stoker's Dracula,3.713572066704308,5.379264397505677
Wayne's World,1992,$20 million,"$183,097,323",images\1992_Wayne's_World.jpg,20.0,183.097323,Wayne's World,3.044522437723423,5.21546454712299
Jurassic Park,1993,$63 million,"$914,691,120",images\1993_Jurassic_Park.jpg,63.0,914.69112,Jurassic Park,4.1588830833596715,6.819679102567484
Mrs. Doubtfire,1993,$25 million,"$441,286,195",images\1993_Mrs._Doubtfire.jpg,25.0,441.286195,Mrs. Doubtfire,3.258096538021482,6.091957172540019
The Fugitive,1993,$44 million,"$368,875,760",images\1993_The_Fugitive.jpg,44.0,368.87576,The Fugitive,3.8066624897703196,5.913167165466488
Schindler's List,1993,$22 million,"$321,306,305",images\1993_Schindler's_List.jpg,22.0,321.306305,Schindler's List,3.1354942159291497,5.7755023511494405
Indecent Proposal,1993,$38 million,"$266,614,059",images\1993_Indecent_Proposal.jpg,38.0,266.614059,Indecent Proposal,3.6635616461296463,5.589545864243242
Cliffhanger,1993,$70 million,"$255,000,211",images\1993_Cliffhanger.jpg,70.0,255.000211,Cliffhanger,4.2626798770413155,5.545178268697973
Sleepless in Seattle,1993,$21 million,"$227,799,884",images\1993_Sleepless_in_Seattle.jpg,21.0,227.799884,Sleepless in Seattle,3.091042453358316,5.432847752512507
Philadelphia,1993,$26 million,"$206,678,440",images\1993_Philadelphia.jpg,26.0,206.67844,Philadelphia,3.295836866004329,5.335990921931273
The Pelican Brief,1993,$45 million,"$195,268,056",images\1993_The_Pelican_Brief.jpg,45.0,195.268056,The Pelican Brief,3.828641396489095,5.27948135752585
The Lion King,1994,$45 million,"$763,455,561",images\1994_The_Lion_King.jpg,45.0,763.455561,The Lion King,3.828641396489095,6.63916389549125
Forrest Gump,1994,$55 million,"$677,945,399",images\1994_Forrest_Gump.jpg,55.0,677.945399,Forrest Gump,4.02535169073515,6.520540710481441
True Lies,1994,$100   -120  million,"$378,882,411",images\1994_True_Lies.jpg,100.0,378.882411,True Lies,4.61512051684126,5.939861760095687
The Mask,1994,$18 million,"$351,583,407",images\1994_The_Mask.jpg,18.0,351.583407,The Mask,2.9444389791664403,5.8652872098661035
Speed,1994,$30-37 million,"$350,448,145",images\1994_Speed.jpg,30.0,350.448145,Speed,3.4339872044851463,5.862062175474538
The Flintstones,1994,$46 million,"$341,631,208",images\1994_The_Flintstones.jpg,46.0,341.631208,The Flintstones,3.8501476017100584,5.836654673393499
Dumb and Dumber,1994,$17 million,"$247,275,374",images\1994_Dumb_and_Dumber.jpg,17.0,247.275374,Dumb and Dumber,2.8903717578961645,5.514538509182407
Interview with the Vampire,1994,$60 million,"$223,664,608",images\1994_Interview_with_the_Vampire.jpg,60.0,223.664608,Interview with the Vampire,4.110873864173311,5.414608658997467
Clear and Present Danger,1994,$62 million,"$215,887,717",images\1994_Clear_and_Present_Danger.jpg,62.0,215.887717,Clear and Present Danger,4.143134726391533,5.379379786445992
Die Hard with a Vengeance,1995,$90 million,"$366,101,666",images\1995_Die_Hard_with_a_Vengeance.jpg,90.0,366.101666,Die Hard with a Vengeance,4.51085950651685,5.905638828765441
Toy Story,1995,$30 million,"$363,007,140",images\1995_Toy_Story.jpg,30.0,363.00714,Toy Story,3.4339872044851463,5.897173482828977
Apollo 13,1995,$52 million,"$355,237,933",images\1995_Apollo_13.jpg,52.0,355.237933,Apollo 13,3.970291913552122,5.8755988587284795
GoldenEye,1995,$60 million,"$352,194,034",images\1995_GoldenEye.jpg,60.0,352.194034,GoldenEye,4.110873864173311,5.867017577307418
Pocahontas,1995,$55 million,"$346,079,773",images\1995_Pocahontas.jpg,55.0,346.079773,Pocahontas,4.02535169073515,5.849554646897185
Batman Forever,1995,$100 million,"$336,529,144",images\1995_Batman_Forever.jpg,100.0,336.529144,Batman Forever,4.61512051684126,5.821651859177006
Seven,1995,$33-34 million,"$327,311,859",images\1995_Seven.jpg,33.0,327.311859,Seven,3.5263605246161616,5.793963946304126
Casper,1995,$55 million,"$287,928,194",images\1995_Casper.jpg,55.0,287.928194,Casper,4.02535169073515,5.666178193572401
Waterworld,1995,$172-175 million,"$264,218,220",images\1995_Waterworld.jpg,172.0,264.21822,Waterworld,5.153291594497779,5.5805529588175355
Jumanji,1995,$65 million,"$262,797,249",images\1995_Jumanji.jpg,65.0,262.797249,Jumanji,4.189654742026425,5.5751808118740245
Independence Day,1996,$75 million,"$817,400,891",images\1996_Independence_Day.jpg,75.0,817.400891,Independence Day,4.330733340286331,6.707352303346502
Twister,1996,$88-92 million,"$495,700,000",images\1996_Twister.jpg,88.0,495.7,Twister,4.48863636973214,6.207986222113305
Mission: Impossible,1996,$80 million,"$457,696,359",images\1996_Mission:_Impossible.jpg,80.0,457.696359,Mission: Impossible,4.394449154672439,6.128388463921743
The Rock,1996,$75 million,"$335,062,621",images\1996_The_Rock.jpg,75.0,335.062621,The Rock,4.330733340286331,5.817297514621906
The Hunchback of Notre Dame,1996,$70 million,"$325,338,851",images\1996_The_Hunchback_of_Notre_Dame.jpg,70.0,325.338851,The Hunchback of Notre Dame,4.2626798770413155,5.78793626178892
101 Dalmatians,1996,$67 million,"$320,689,294",images\1996_101_Dalmatians.jpg,67.0,320.689294,101 Dalmatians,4.219507705176107,5.773586154238301
Ransom,1996,$70 million,"$309,492,681",images\1996_Ransom.jpg,70.0,309.492681,Ransom,4.2626798770413155,5.738160329437102
The Nutty Professor,1996,$54 million,"$273,961,019",images\1996_The_Nutty_Professor.jpg,54.0,273.961019,The Nutty Professor,4.007333185232471,5.616629338528311
Jerry Maguire,1996,$50 million,"$273,552,592",images\1996_Jerry_Maguire.jpg,50.0,273.552592,Jerry Maguire,3.9318256327243257,5.6151428345836125
Space Jam,1996,$80 million,"$250,180,384",images\1996_Space_Jam.jpg,80.0,250.180384,Space Jam,4.394449154672439,5.526171342372951
Titanic,1997,$200 million,"$1,843,201,268",images\1997_Titanic.jpg,200.0,1843.201268,Titanic,5.303304908059076,7.519801545665807
The Lost World: Jurassic Park,1997,$73-75 million,"$618,638,999",images\1997_The_Lost_World:_Jurassic_Park.jpg,73.0,618.638999,The Lost World: Jurassic Park,4.30406509320417,6.429137048782723
Men in Black,1997,$90 million,"$589,390,539",images\1997_Men_in_Black.jpg,90.0,589.390539,Men in Black,4.51085950651685,6.380784248428868
Tomorrow Never Dies,1997,$110 million,"$333,011,068",images\1997_Tomorrow_Never_Dies.jpg,110.0,333.011068,Tomorrow Never Dies,4.709530201312334,5.811174130152209
Air Force One,1997,$85 million,"$315,156,409",images\1997_Air_Force_One.jpg,85.0,315.156409,Air Force One,4.454347296253507,5.756237056321922
As Good as It Gets,1997,$50 million,"$314,178,011",images\1997_As_Good_as_It_Gets.jpg,50.0,314.178011,As Good as It Gets,3.9318256327243257,5.753137593494401
Liar Liar,1997,$45 million,"$302,710,615",images\1997_Liar_Liar.jpg,45.0,302.710615,Liar Liar,3.828641396489095,5.716075323696403
My Best Friend's Wedding,1997,$38 million,"$299,288,605",images\1997_My_Best_Friend's_Wedding.jpg,38.0,299.288605,My Best Friend's Wedding,3.6635616461296463,5.704744028881395
The Fifth Element,1997,$90 million,"$263,920,180",images\1997_The_Fifth_Element.jpg,90.0,263.92018,The Fifth Element,4.51085950651685,5.579428573066948
The Full Monty,1997,$3.5 million,"$257,938,649",images\1997_The_Full_Monty.jpg,3.5,257.938649,The Full Monty,1.5040773967762742,5.556591157192004
Armageddon,1998,$140 million,"$553,709,788",images\1998_Armageddon.jpg,140.0,553.709788,Armageddon,4.948759890378168,6.318445072479692
Saving Private Ryan,1998,$65-70 million,"$485,000,000",images\1998_Saving_Private_Ryan.jpg,65.0,485.0,Saving Private Ryan,4.189654742026425,6.186208623900494
Godzilla,1998,$125-150 million,"$379,014,294",images\1998_Godzilla.jpg,125.0,379.014294,Godzilla,4.836281906951478,5.940208867802449
There's Something About Mary,1998,$23 million,"$369,884,651",images\1998_There's_Something_About_Mary.jpg,23.0,369.884651,There's Something About Mary,3.1780538303479458,5.915891100517105
A Bug's Life,1998,$40-120 million,"$363,398,565",images\1998_A_Bug's_Life.jpg,40.0,363.398565,A Bug's Life,3.713572066704308,5.898248227397808
Deep Impact,1998,$80 million,"$349,464,664",images\1998_Deep_Impact.jpg,80.0,349.464664,Deep Impact,4.394449154672439,5.859259885415197
Mulan,1998,$90 million,"$304,320,254",images\1998_Mulan.jpg,90.0,304.320254,Mulan,4.51085950651685,5.721361238843981
Dr. Dolittle,1998,$71.5 million,"$294,456,605",images\1998_Dr._Dolittle.jpg,71.5,294.456605,Dr. Dolittle,4.283586561860629,5.688521973270348
Shakespeare in Love,1998,$25 million,"$289,317,794",images\1998_Shakespeare_in_Love.jpg,25.0,289.317794,Shakespeare in Love,3.258096538021482,5.670976164363959
Lethal Weapon 4,1998,$100-150 million,"$285,444,603",images\1998_Lethal_Weapon_4.jpg,100.0,285.444603,Lethal Weapon 4,4.61512051684126,5.657545159692628
Star Wars: Episode I - The Phantom Menace,1999,$115 million,"$924,305,084",images\1999_Star_Wars:_Episode_I_–_The_Phantom_Menace.jpg,115.0,924.305084,Star Wars: Episode I - The Phantom Menace,4.7535901911063645,6.830123503674128
The Sixth Sense,1999,$40 million,"$672,806,292",images\1999_The_Sixth_Sense.jpg,40.0,672.806292,The Sixth Sense,3.713572066704308,6.51294266901137
Toy Story 2,1999,$90 million,"$511,358,276",images\1999_Toy_Story_2.jpg,90.0,511.358276,Toy Story 2,4.51085950651685,6.239024138135664
The Matrix,1999,$63 million,"$465,974,198",images\1999_The_Matrix.jpg,63.0,465.974198,The Matrix,4.1588830833596715,6.146274005607198
Tarzan,1999,$130 million,"$448,191,819",images\1999_Tarzan.jpg,130.0,448.191819,Tarzan,4.875197323201151,6.107450010320881
The Mummy,1999,$80 million,"$418,138,535",images\1999_The_Mummy.jpg,80.0,418.138535,The Mummy,4.394449154672439,6.038201497733505
Notting Hill,1999,$42 million,"$363,889,678",images\1999_Notting_Hill.jpg,42.0,363.889678,Notting Hill,3.7612001156935624,5.899595055840338
The World Is Not Enough,1999,$135 million,"$361,832,400",images\1999_The_World_Is_Not_Enough.jpg,135.0,361.8324,The World Is Not Enough,4.912654885736052,5.893941019655917
American Beauty,1999,$15 million,"$356,296,601",images\1999_American_Beauty.jpg,15.0,356.296601,American Beauty,2.772588722239781,5.878566251969842
Austin Powers: The Spy Who Shagged Me,1999,$33 million,"$312,383,487",images\1999_Austin_Powers:_The_Spy_Who_Shagged_Me.jpg,33.0,312.383487,Austin Powers: The Spy Who Shagged Me,3.5263605246161616,5.747427638680539
Harry Potter and the Philosopher's Stone,2001,$125 million,"$974,755,371",images\2001_Harry_Potter_and_the_Philosopher's_Stone.jpg,125.0,974.755371,Harry Potter and the Philosopher's Stone,4.836281906951478,6.8832119105293055
The Lord of the Rings: The Fellowship of the Ring,2001,$93 million,"$883,726,270",images\2001_The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring.jpg,93.0,883.72627,The Lord of the Rings: The Fellowship of the Ring,4.543294782270004,6.785278297729966
"Monsters, Inc.",2001,$115 million,"$528,773,250","images\2001_Monsters,_Inc..jpg",115.0,528.77325,"Monsters, Inc.",4.7535901911063645,6.272449084812042
Shrek,2001,$60 million,"$487,853,320",images\2001_Shrek.jpg,60.0,487.85332,Shrek,4.110873864173311,6.192062485377939
Ocean's Eleven,2001,$85 million,"$450,717,150",images\2001_Ocean's_Eleven.jpg,85.0,450.71715,Ocean's Eleven,4.454347296253507,6.113056209617467
Pearl Harbor,2001,$140 million,"$449,220,945",images\2001_Pearl_Harbor.jpg,140.0,449.220945,Pearl Harbor,4.948759890378168,6.109738451157649
The Mummy Returns,2001,$98 million,"$435,040,395",images\2001_The_Mummy_Returns.jpg,98.0,435.040395,The Mummy Returns,4.59511985013459,6.077734888139942
Jurassic Park III,2001,$93 million,"$368,780,809",images\2001_Jurassic_Park_III.jpg,93.0,368.780809,Jurassic Park III,4.543294782270004,5.912910421987147
Planet of the Apes,2001,$100 million,"$362,211,740",images\2001_Planet_of_the_Apes.jpg,100.0,362.21174,Planet of the Apes,4.61512051684126,5.894985969993282
Hannibal,2001,$87 million,"$351,692,268",images\2001_Hannibal.jpg,87.0,351.692268,Hannibal,4.477336814478207,5.865595914688128
The Lord of the Rings: The Two Towers,2002,$94 million,"$936,689,735",images\2002_The_Lord_of_the_Rings:_The_Two_Towers.jpg,94.0,936.689735,The Lord of the Rings: The Two Towers,4.553876891600541,6.843419121367687
Harry Potter and the Chamber of Secrets,2002,$100 million,"$878,979,634",images\2002_Harry_Potter_and_the_Chamber_of_Secrets.jpg,100.0,878.979634,Harry Potter and the Chamber of Secrets,4.61512051684126,6.779898764022627
Spider-Man,2002,$139 million,"$821,708,551",images\2002_Spider-Man.jpg,139.0,821.708551,Spider-Man,4.941642422609304,6.712602007946079
Star Wars: Episode II - Attack of the Clones,2002,$115 million,"$653,741,940",images\2002_Star_Wars:_Episode_II_–_Attack_of_the_Clones.jpg,115.0,653.74194,Star Wars: Episode II - Attack of the Clones,4.7535901911063645,6.484241173270052
Men in Black II,2002,$140 million,"$441,818,803",images\2002_Men_in_Black_II.jpg,140.0,441.818803,Men in Black II,4.948759890378168,6.093160663799223
Die Another Day,2002,$142 million,"$431,971,116",images\2002_Die_Another_Day.jpg,142.0,431.971116,Die Another Day,4.962844630259907,6.07067101908004
Signs,2002,$72 million,"$408,247,917",images\2002_Signs.jpg,72.0,408.247917,Signs,4.290459441148391,6.01432112643988
Ice Age,2002,$59 million,"$383,257,136",images\2002_Ice_Age.jpg,59.0,383.257136,Ice Age,4.0943445622221,5.9513119534889425
